Датум,Цена на последна трансакција,Мак.,Мин.,Просечна цена,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари,kod
30.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
29.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
28.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
25.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
24.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
22.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
21.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
18.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
17.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
16.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
15.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
14.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
10.10.2024,"3.027,00",,,"3.027,00",0.0,0.0,0,0,TSZS
08.11.2024,"1.950,00","1.950,00","1.950,00","1.950,00",26.0,175.0,341.25,341.25,TTK
07.11.2024,"1.945,00",,,"1.945,00",0.0,0.0,0.0,0.0,TTK
06.11.2024,"1.945,00",,,"1.945,00",0.0,0.0,0.0,0.0,TTK
05.11.2024,"1.945,00",,,"1.945,00",0.0,0.0,0.0,0.0,TTK
04.11.2024,"1.945,00",,,"1.945,00",0.0,0.0,0.0,0.0,TTK
01.11.2024,"1.945,00",,,"1.945,00",0.0,0.0,0.0,0.0,TTK
31.10.2024,"1.945,00",,,"1.945,00",0.0,0.0,0.0,0.0,TTK
30.10.2024,"1.945,00","1.945,00","1.945,00","1.945,00",-5.0,125.0,243.125,243.125,TTK
29.10.2024,"1.946,00","1.946,00","1.946,00","1.946,00",0.0,91.0,177.086,177.086,TTK
28.10.2024,"1.946,00","1.946,00","1.946,00","1.946,00",-299.0,110.0,214.06,214.06,TTK
25.10.2024,"2.006,00",,,"2.006,00",0.0,0.0,0.0,0.0,TTK
24.10.2024,"2.006,00",,,"2.006,00",0.0,0.0,0.0,0.0,TTK
22.10.2024,"2.006,00",,,"2.006,00",0.0,0.0,0.0,0.0,TTK
21.10.2024,"2.006,00",,,"2.006,00",0.0,0.0,0.0,0.0,TTK
18.10.2024,"2.006,00","2.006,00","2.006,00","2.006,00",0.0,3.0,6.018,6.018,TTK
17.10.2024,"2.006,00","2.006,00","2.006,00","2.006,00",353.0,6.0,12.036,12.036,TTK
16.10.2024,"1.900,00","1.946,00","1.900,00","1.937,64",-43.0,11.0,21.314,21.314,TTK
15.10.2024,"1.946,00","1.946,00","1.946,00","1.946,00",-299.0,300.0,583.8,583.8,TTK
14.10.2024,"2.006,00","2.006,00","2.006,00","2.006,00",843.0,10.0,20.06,20.06,TTK
10.10.2024,"1.850,00","1.850,00","1.850,00","1.850,00",-741.0,165.0,305.25,305.25,TTK
08.11.2024,10000,,,10000,0.0,0.0,0,0,TTKO
07.11.2024,10000,,,10000,0.0,0.0,0,0,TTKO
06.11.2024,10000,,,10000,0.0,0.0,0,0,TTKO
05.11.2024,10000,,,10000,0.0,0.0,0,0,TTKO
04.11.2024,10000,,,10000,0.0,0.0,0,0,TTKO
01.11.2024,10000,,,10000,0.0,0.0,0,0,TTKO
31.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
30.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
29.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
28.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
25.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
24.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
22.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
21.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
18.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
17.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
16.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
15.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
14.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
10.10.2024,10000,,,10000,0.0,0.0,0,0,TTKO
08.11.2024,"7.200,00",,,"7.200,00",0.0,0.0,0,0,UNI
07.11.2024,"7.200,00",,,"7.200,00",0.0,0.0,0,0,UNI
06.11.2024,"7.200,00",,,"7.200,00",0.0,0.0,0,0,UNI
05.11.2024,"7.200,00","7.200,00","7.200,00","7.200,00",88.0,10.0,72.000,72.000,UNI
04.11.2024,"7.285,00","7.285,00","7.100,00","7.137,00",-202.0,10.0,71.370,71.370,UNI
01.11.2024,"7.284,00","7.284,00","7.284,00","7.284,00",259.0,7.0,50.988,50.988,UNI
31.10.2024,"7.100,00",,,"7.100,00",0.0,0.0,0,0,UNI
30.10.2024,"7.100,00",,,"7.100,00",0.0,0.0,0,0,UNI
29.10.2024,"7.100,00",,,"7.100,00",0.0,0.0,0,0,UNI
28.10.2024,"7.100,00",,,"7.100,00",0.0,0.0,0,0,UNI
25.10.2024,"7.100,00",,,"7.100,00",0.0,0.0,0,0,UNI
24.10.2024,"7.100,00",,,"7.100,00",0.0,0.0,0,0,UNI
22.10.2024,"7.100,00",,,"7.100,00",0.0,0.0,0,0,UNI
21.10.2024,"7.100,00","7.100,00","7.100,00","7.100,00",-139.0,20.0,142.000,142.000,UNI
18.10.2024,"7.200,00",,,"7.200,00",0.0,0.0,0,0,UNI
17.10.2024,"7.200,00","7.200,00","7.200,00","7.200,00",0.0,11.0,79.200,79.200,UNI
16.10.2024,"7.200,00","7.200,00","7.200,00","7.200,00",0.0,130.0,936.000,936.000,UNI
15.10.2024,"7.200,00","7.200,00","7.200,00","7.200,00",-122.0,685.0,4.932.000,4.932.000,UNI
14.10.2024,"7.289,00",,,"7.289,00",0.0,0.0,0,0,UNI
10.10.2024,"7.289,00",,,"7.289,00",0.0,0.0,0,0,UNI
08.11.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
07.11.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
06.11.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
05.11.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
04.11.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
01.11.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
31.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
30.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
29.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
28.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
25.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
24.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
22.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
21.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
18.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
17.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
16.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
15.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
14.10.2024,"37.000,00","37.000,00","37.000,00","37.000,00",0.0,3.0,111.0,111.0,USJE
10.10.2024,"37.000,00",,,"37.000,00",0.0,0.0,0.0,0.0,USJE
08.11.2024,13100,,,13100,0.0,0.0,0,0,VARG
07.11.2024,13100,,,13100,0.0,0.0,0,0,VARG
06.11.2024,13100,,,13100,0.0,0.0,0,0,VARG
05.11.2024,13100,,,13100,0.0,0.0,0,0,VARG
04.11.2024,13100,,,13100,0.0,0.0,0,0,VARG
01.11.2024,13100,,,13100,0.0,0.0,0,0,VARG
31.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
30.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
29.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
28.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
25.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
24.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
22.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
21.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
18.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
17.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
16.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
15.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
14.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
10.10.2024,13100,,,13100,0.0,0.0,0,0,VARG
08.11.2024,,,,,,0.0,0,0,VFPM
07.11.2024,,,,,,0.0,0,0,VFPM
06.11.2024,,,,,,0.0,0,0,VFPM
05.11.2024,,,,,,0.0,0,0,VFPM
04.11.2024,,,,,,0.0,0,0,VFPM
01.11.2024,,,,,,0.0,0,0,VFPM
31.10.2024,,,,,,0.0,0,0,VFPM
30.10.2024,,,,,,0.0,0,0,VFPM
29.10.2024,,,,,,0.0,0,0,VFPM
28.10.2024,,,,,,0.0,0,0,VFPM
25.10.2024,,,,,,0.0,0,0,VFPM
24.10.2024,,,,,,0.0,0,0,VFPM
22.10.2024,,,,,,0.0,0,0,VFPM
21.10.2024,,,,,,0.0,0,0,VFPM
18.10.2024,,,,,,0.0,0,0,VFPM
17.10.2024,,,,,,0.0,0,0,VFPM
16.10.2024,,,,,,0.0,0,0,VFPM
15.10.2024,,,,,,0.0,0,0,VFPM
14.10.2024,,,,,,0.0,0,0,VFPM
10.10.2024,,,,,,0.0,0,0,VFPM
08.11.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
07.11.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
06.11.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
05.11.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
04.11.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
01.11.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
31.10.2024,"10.101,00","10.101,00","10.101,00","10.101,00",0.0,5.0,50.505,50.505,VITA
30.10.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
29.10.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
28.10.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
25.10.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
24.10.2024,"10.101,00",,,"10.101,00",0.0,0.0,0.0,0.0,VITA
22.10.2024,"10.101,00","10.101,00","10.101,00","10.101,00",-15.0,5.0,50.505,50.505,VITA
21.10.2024,"10.116,00",,,"10.116,00",0.0,0.0,0.0,0.0,VITA
18.10.2024,"10.116,00",,,"10.116,00",0.0,0.0,0.0,0.0,VITA
17.10.2024,"10.116,00",,,"10.116,00",0.0,0.0,0.0,0.0,VITA
16.10.2024,"10.116,00",,,"10.116,00",0.0,0.0,0.0,0.0,VITA
15.10.2024,"10.116,00",,,"10.116,00",0.0,0.0,0.0,0.0,VITA
14.10.2024,"10.116,00",,,"10.116,00",0.0,0.0,0.0,0.0,VITA
10.10.2024,"10.116,00",,,"10.116,00",0.0,0.0,0.0,0.0,VITA
08.11.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
07.11.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
06.11.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
05.11.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
04.11.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
01.11.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
31.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
30.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
29.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
28.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
25.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
24.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
22.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
21.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
18.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
17.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
16.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
15.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
14.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
10.10.2024,"7.838,00",,,"7.838,00",0.0,0.0,0,0,VROS
08.11.2024,30900,,,30900,0.0,0.0,0,0,VSC
07.11.2024,30900,,,30900,0.0,0.0,0,0,VSC
06.11.2024,30900,,,30900,0.0,0.0,0,0,VSC
05.11.2024,30900,,,30900,0.0,0.0,0,0,VSC
04.11.2024,30900,,,30900,0.0,0.0,0,0,VSC
01.11.2024,30900,,,30900,0.0,0.0,0,0,VSC
31.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
30.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
29.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
28.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
25.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
24.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
22.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
21.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
18.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
17.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
16.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
15.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
14.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
10.10.2024,30900,,,30900,0.0,0.0,0,0,VSC
08.11.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
07.11.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
06.11.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
05.11.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
04.11.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
01.11.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
31.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
30.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
29.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
28.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
25.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
24.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
22.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
21.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
18.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
17.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
16.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
15.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
14.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
10.10.2024,"1.002,00",,,"1.002,00",0.0,0.0,0,0,VTKS
08.11.2024,2700,,,2700,0.0,0.0,0,0,ZAS
07.11.2024,2700,,,2700,0.0,0.0,0,0,ZAS
06.11.2024,2700,,,2700,0.0,0.0,0,0,ZAS
05.11.2024,2700,,,2700,0.0,0.0,0,0,ZAS
04.11.2024,2700,,,2700,0.0,0.0,0,0,ZAS
01.11.2024,2700,,,2700,0.0,0.0,0,0,ZAS
31.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
30.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
29.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
28.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
25.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
24.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
22.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
21.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
18.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
17.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
16.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
15.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
14.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
10.10.2024,2700,,,2700,0.0,0.0,0,0,ZAS
08.11.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
07.11.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
06.11.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
05.11.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
04.11.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
01.11.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
31.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
30.10.2024,8000,8000.0,8000.0,8000,0.0,75.0,6.0,6.0,ZILU
29.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
28.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
25.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
24.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
22.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
21.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
18.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
17.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
16.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
15.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
14.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
10.10.2024,8000,,,8000,0.0,0.0,0.0,0.0,ZILU
08.11.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
07.11.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
06.11.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
05.11.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
04.11.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
01.11.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
31.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
30.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
29.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
28.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
25.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
24.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
22.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
21.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
18.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
17.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
16.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
15.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
14.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
10.10.2024,56000,,,56000,0.0,0.0,0,0,ZILUP
08.11.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
07.11.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
06.11.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
05.11.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
04.11.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
01.11.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
31.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
30.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
29.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
28.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
25.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
24.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
22.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
21.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
18.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
17.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
16.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
15.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
14.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
10.10.2024,"1.360,00",,,"1.360,00",0.0,0.0,0,0,ZIMS
08.11.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
07.11.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
06.11.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
05.11.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
04.11.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
01.11.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
31.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
30.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
29.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
28.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
25.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
24.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
22.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
21.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
18.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
17.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
16.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
15.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
14.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
10.10.2024,61500,,,61500,0.0,0.0,0,0,ZKAR
08.11.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
07.11.2024,"3.610,00","3.610,00","3.610,00","3.610,00",0.0,10.0,36.1,36.1,ZPKO
06.11.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
05.11.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
04.11.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
01.11.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
31.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
30.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
29.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
28.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
25.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
24.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
22.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
21.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
18.10.2024,"3.610,00","3.610,00","3.610,00","3.610,00",0.0,64.0,231.04,231.04,ZPKO
17.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
16.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
15.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
14.10.2024,"3.610,00",,,"3.610,00",0.0,0.0,0.0,0.0,ZPKO
10.10.2024,"3.610,00","3.610,00","3.610,00","3.610,00",0.0,21.0,75.81,75.81,ZPKO
08.11.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
07.11.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
06.11.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
05.11.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
04.11.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
01.11.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
31.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
30.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
29.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
28.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
25.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
24.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
22.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
21.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
18.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
17.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
16.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
15.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
14.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
10.10.2024,"2.199,00",,,"2.199,00",0.0,0.0,0,0,ZPOG
08.11.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
07.11.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
06.11.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
05.11.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
04.11.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
01.11.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
31.10.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
30.10.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
29.10.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
28.10.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
25.10.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
24.10.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
22.10.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
21.10.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
18.10.2024,"2.100,00",,,"2.100,00",0.0,0.0,0,0,ZUAS
